data_source_agency_code,sample_year,species_name,data_type_name,statistical_area_code,pfmc_area_code,mfbds_v_sample.punch_card_area_code,mfbds_v_fish.punch_card_area_code,stock_region,CountOffish_length,CountOffish_weight,CountOfsex_code,CountOfbest_age,CountOfage_structure,age_structure_name
WDFW,2013,Canary Rockfish,Commercial,15,3B,,,"Coastal, WA ",103,3,103,102,103,Otolith
WDFW,2013,Canary Rockfish,Commercial,16,3A,,,"Coastal, WA ",30,0,30,30,30,Otolith
WDFW,2013,Canary Rockfish,Commercial,17,3A,,,"Coastal, WA ",4,0,4,4,4,Otolith
WDFW,2013,Chub Mackerel,Commercial,16,3A,,,"Coastal, WA ",5,5,5,0,5,Otolith
WDFW,2013,Chub Mackerel,Commercial,17,3A,,,"Coastal, WA ",34,34,34,0,34,Otolith
WDFW,2013,Chub Mackerel,Commercial,30,3A,,,"U.S. Coastal, Non-WA",221,221,221,0,221,Otolith
WDFW,2013,Chub Mackerel,Commercial,,3A,,,"Coastal, WA and Non-WA",154,154,154,0,154,Otolith
WDFW,2013,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2013,Darkblotched Rockfish,Commercial,17,3A,,,"Coastal, WA ",101,0,101,0,0,No age structure taken
WDFW,2013,Darkblotched Rockfish,Commercial,17,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2013,Darkblotched Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",100,0,100,0,0,No age structure taken
WDFW,2013,Darkblotched Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",100,0,100,100,100,Otolith
WDFW,2013,Darkblotched Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",100,0,100,100,100,Otolith
WDFW,2013,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2013,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2013,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",200,0,200,195,200,Otolith
WDFW,2013,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",400,0,400,0,0,No age structure taken
WDFW,2013,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",300,0,300,298,300,Otolith
WDFW,2013,Dover Sole,Commercial,16,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Dover Sole,Commercial,17,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Dover Sole,Commercial,17,3A,,,"Coastal, WA ",51,0,51,49,51,Otolith
WDFW,2013,English Sole,Commercial,12,3B,,,"Coastal, WA ",50,0,50,0,50,Interoperculum
WDFW,2013,English Sole,Commercial,12,3B,,,"Coastal, WA ",357,0,357,0,0,No age structure taken
WDFW,2013,English Sole,Commercial,12,3B,,,"Coastal, WA ",350,0,350,199,350,Otolith
WDFW,2013,English Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,0,100,Otolith
WDFW,2013,English Sole,Commercial,16,3A,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2013,English Sole,Commercial,16,3A,,,"Coastal, WA ",25,0,25,23,25,Otolith
WDFW,2013,Greenstriped Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2013,Greenstriped Rockfish,Commercial,15,3B,,,"Coastal, WA ",46,0,46,0,0,No age structure taken
WDFW,2013,Greenstriped Rockfish,Commercial,15,3B,,,"Coastal, WA ",75,0,75,0,75,Otolith
WDFW,2013,Greenstriped Rockfish,Commercial,16,3A,,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2013,Greenstriped Rockfish,Commercial,16,3A,,,"Coastal, WA ",32,0,32,0,32,Otolith
WDFW,2013,Lingcod,Commercial,12,3B,,,"Coastal, WA ",125,0,125,125,125,Fin
WDFW,2013,Lingcod,Commercial,13,3C,,,"Coastal, WA ",25,0,25,25,25,Fin
WDFW,2013,Lingcod,Commercial,13,3C,,,"Coastal, WA ",163,0,113,0,0,No age structure taken
WDFW,2013,Lingcod,Commercial,14,3B,,,"Coastal, WA ",125,0,75,0,0,No age structure taken
WDFW,2013,Lingcod,Commercial,15,3B,,,"Coastal, WA ",100,0,100,99,100,Fin
WDFW,2013,Lingcod,Commercial,15,3B,,,"Coastal, WA ",95,0,95,0,0,No age structure taken
WDFW,2013,Lingcod,Commercial,16,3A,,,"Coastal, WA ",25,0,25,25,25,Fin
WDFW,2013,Lingcod,Commercial,16,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Lingcod,Commercial,17,3A,,,"Coastal, WA ",34,0,34,0,0,No age structure taken
WDFW,2013,Lingcod,Commercial,30,3A,,,"U.S. Coastal, Non-WA",15,0,15,0,0,No age structure taken
WDFW,2013,Lingcod,Commercial,,,,,"Coastal, WA and Non-WA",24,0,24,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,12,3B,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,13,3C,,,"Coastal, WA ",306,0,306,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,14,3B,,,"Coastal, WA ",310,0,310,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,15,3B,,,"Coastal, WA ",98,0,98,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,16,3A,,,"Coastal, WA ",46,0,46,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,17,3A,,,"Coastal, WA ",49,0,49,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,30,3A,,,"U.S. Coastal, Non-WA",99,0,100,0,0,No age structure taken
WDFW,2013,Longnose Skate,Commercial,32,2C,,,"U.S. Coastal, Non-WA",100,0,100,0,0,No age structure taken
WDFW,2013,Longspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2013,Longspine Thornyhead,Commercial,15,3B,,,"Coastal, WA ",52,0,52,0,0,No age structure taken
WDFW,2013,Longspine Thornyhead,Commercial,16,3A,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2013,Longspine Thornyhead,Commercial,17,3A,,,"Coastal, WA ",103,0,103,0,0,No age structure taken
WDFW,2013,Longspine Thornyhead,Commercial,32,2C,,,"U.S. Coastal, Non-WA",350,0,350,0,0,No age structure taken
WDFW,2013,Pacific Cod,Commercial,12,3B,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2013,Pacific Cod,Commercial,15,3B,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2013,Pacific Hagfish,Commercial,15,3B,,,"Coastal, WA ",47,47,47,0,0,No age structure taken
WDFW,2013,Pacific Hagfish,Commercial,16,3A,,,"Coastal, WA ",23,23,23,0,0,No age structure taken
WDFW,2013,Pacific Ocean Perch,Commercial,13,3C,,,"Coastal, WA ",103,0,103,0,0,No age structure taken
WDFW,2013,Pacific Ocean Perch,Commercial,14,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2013,Pacific Ocean Perch,Commercial,15,3B,,,"Coastal, WA ",4,0,4,4,4,Otolith
WDFW,2013,Pacific Ocean Perch,Commercial,16,3A,,,"Coastal, WA ",51,0,51,0,0,No age structure taken
WDFW,2013,Pacific Ocean Perch,Commercial,16,3A,,,"Coastal, WA ",106,0,106,106,106,Otolith
WDFW,2013,Pacific Ocean Perch,Commercial,17,3A,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2013,Pacific Ocean Perch,Commercial,17,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2013,Pacific Ocean Perch,Commercial,30,3A,,,"U.S. Coastal, Non-WA",1,0,1,1,1,Otolith
WDFW,2013,Pacific Ocean Perch,Commercial,32,2C,,,"U.S. Coastal, Non-WA",50,0,50,0,0,No age structure taken
WDFW,2013,Pacific Ocean Perch,Commercial,32,2C,,,"U.S. Coastal, Non-WA",55,0,55,55,55,Otolith
WDFW,2013,Pacific Ocean Perch,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2013,Pacific Sardine,Commercial,14,3B,,,"Coastal, WA ",25,25,25,25,25,Otolith
WDFW,2013,Pacific Sardine,Commercial,15,3B,,,"Coastal, WA ",150,150,150,150,150,Otolith
WDFW,2013,Pacific Sardine,Commercial,16,3A,,,"Coastal, WA ",400,400,400,395,400,Otolith
WDFW,2013,Pacific Sardine,Commercial,17,3A,,,"Coastal, WA ",300,300,300,299,300,Otolith
WDFW,2013,Pacific Sardine,Commercial,30,3A,,,"U.S. Coastal, Non-WA",725,725,725,709,725,Otolith
WDFW,2013,Pacific Sardine,Commercial,,3A,,,"Coastal, WA and Non-WA",125,125,125,125,125,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,12,3B,,,"Coastal, WA ",120,0,120,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,12,3B,,,"Coastal, WA ",20,20,20,20,20,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,15,3B,,,"Coastal, WA ",535,0,481,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,15,3B,,,"Coastal, WA ",140,140,140,140,140,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,16,3A,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,16,3A,,,"Coastal, WA ",20,20,20,20,20,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,17,3A,,,"Coastal, WA ",300,0,300,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,17,3A,,,"Coastal, WA ",60,60,60,0,60,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,30,3A,,,"U.S. Coastal, Non-WA",306,0,306,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,30,3A,,,"U.S. Coastal, Non-WA",60,60,60,40,60,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,32,2C,,,"U.S. Coastal, Non-WA",622,0,622,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,32,2C,,,"U.S. Coastal, Non-WA",160,160,160,140,160,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,34,2B,,,"U.S. Coastal, Non-WA",229,0,229,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,34,2B,,,"U.S. Coastal, Non-WA",60,60,60,40,60,Otolith
WDFW,2013,Pacific Whiting (Hake),Commercial,36,2A,,,"U.S. Coastal, Non-WA",57,0,57,0,0,No age structure taken
WDFW,2013,Pacific Whiting (Hake),Commercial,36,2A,,,"U.S. Coastal, Non-WA",20,20,20,20,20,Otolith
WDFW,2013,Petrale Sole,Commercial,12,3B,,,"Coastal, WA ",258,0,258,0,0,No age structure taken
WDFW,2013,Petrale Sole,Commercial,12,3B,,,"Coastal, WA ",300,0,300,299,300,Otolith
WDFW,2013,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2013,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",250,0,250,244,250,Otolith
WDFW,2013,Petrale Sole,Commercial,15,3B,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2013,Petrale Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,99,100,Otolith
WDFW,2013,Petrale Sole,Commercial,16,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Petrale Sole,Commercial,17,3A,,,"Coastal, WA ",300,0,300,0,0,No age structure taken
WDFW,2013,Petrale Sole,Commercial,17,3A,,,"Coastal, WA ",200,0,200,198,200,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,12,3B,,,"Coastal, WA ",227,0,227,0,227,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",258,0,258,0,0,No age structure taken
WDFW,2013,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",44,0,44,0,44,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,14,3B,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2013,Redbanded Rockfish,Commercial,15,3B,,,"Coastal, WA ",8,0,8,0,8,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,16,3A,,,"Coastal, WA ",6,0,6,0,6,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",11,0,11,0,11,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",4,0,4,0,4,Otolith
WDFW,2013,Redbanded Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",6,0,6,0,0,No age structure taken
WDFW,2013,Redbanded Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",36,0,36,0,36,Otolith
WDFW,2013,Rosethorn Rockfish,Commercial,12,3B,,,"Coastal, WA ",15,0,15,0,15,Otolith
WDFW,2013,Rosethorn Rockfish,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2013,Rosethorn Rockfish,Commercial,15,3B,,,"Coastal, WA ",27,0,27,0,27,Otolith
WDFW,2013,Rosethorn Rockfish,Commercial,16,3A,,,"Coastal, WA ",13,0,13,0,13,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",15,0,15,2,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",319,0,309,38,319,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",388,0,388,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",76,0,76,39,76,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",85,0,85,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",50,0,50,26,50,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,15,3B,,,"Coastal, WA ",28,0,28,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,15,3B,,,"Coastal, WA ",20,0,20,12,20,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,16,3A,,,"Coastal, WA ",14,0,14,0,14,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,17,3A,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",2,0,2,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2013,Rougheye Rockfish,Commercial,,,,,"Coastal, WA ",17,0,17,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",50,0,50,0,0,No age structure taken
WDFW,2013,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",74,0,74,0,74,Otolith
WDFW,2013,Sablefish,Commercial,13,3C,,,"Coastal, WA ",70,0,0,0,0,No age structure taken
WDFW,2013,Sablefish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",36,0,0,0,0,No age structure taken
WDFW,2013,Sablefish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",32,0,0,0,0,No age structure taken
WDFW,2013,Sablefish,Commercial,,,,,"Coastal, WA ",990,0,16,0,0,No age structure taken
WDFW,2013,Sablefish,Commercial,,,,,"Coastal, WA ",525,180,515,490,525,Otolith
WDFW,2013,Sablefish,Commercial,,,,,"Coastal, WA and Non-WA",329,0,0,0,0,No age structure taken
WDFW,2013,Sablefish,Commercial,,,,,"Coastal, WA and Non-WA",808,316,778,616,808,Otolith
WDFW,2013,Sharpchin Rockfish,Commercial,13,3C,,,"Coastal, WA ",9,0,9,0,0,No age structure taken
WDFW,2013,Sharpchin Rockfish,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2013,Sharpchin Rockfish,Commercial,16,3A,,,"Coastal, WA ",42,0,42,0,0,No age structure taken
WDFW,2013,Sharpchin Rockfish,Commercial,16,3A,,,"Coastal, WA ",21,0,21,0,21,Otolith
WDFW,2013,Sharpchin Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",22,0,22,0,22,Otolith
WDFW,2013,Shortraker Rockfish,Commercial,12,3B,,,"Coastal, WA ",7,0,7,0,7,Otolith
WDFW,2013,Shortraker Rockfish,Commercial,13,3C,,,"Coastal, WA ",31,0,31,0,0,No age structure taken
WDFW,2013,Shortraker Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2013,Shortraker Rockfish,Commercial,15,3B,,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2013,Shortraker Rockfish,Commercial,16,3A,,,"Coastal, WA ",16,0,16,0,16,Otolith
WDFW,2013,Shortraker Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2013,Shortraker Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,1,Otolith
WDFW,2013,Shortspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",385,0,202,0,0,No age structure taken
WDFW,2013,Shortspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",127,0,127,0,0,No age structure taken
WDFW,2013,Shortspine Thornyhead,Commercial,15,3B,,,"Coastal, WA ",141,0,141,0,0,No age structure taken
WDFW,2013,Shortspine Thornyhead,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2013,Shortspine Thornyhead,Commercial,16,3A,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2013,Shortspine Thornyhead,Commercial,17,3A,,,"Coastal, WA ",218,0,218,0,0,No age structure taken
WDFW,2013,Shortspine Thornyhead,Commercial,32,2C,,,"U.S. Coastal, Non-WA",50,0,50,0,0,No age structure taken
WDFW,2013,Shortspine Thornyhead,Commercial,,,,,"Coastal, WA and Non-WA",63,0,0,0,0,No age structure taken
WDFW,2013,Silvergrey Rockfish,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2013,Silvergrey Rockfish,Commercial,15,3B,,,"Coastal, WA ",3,0,3,0,3,Otolith
WDFW,2013,Silvergrey Rockfish,Commercial,16,3A,,,"Coastal, WA ",54,0,54,0,54,Otolith
WDFW,2013,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",50,0,50,50,50,Second dorsal spine
WDFW,2013,Spiny Dogfish,Commercial,17,3A,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2013,Spiny Dogfish,Commercial,17,3A,,,"Coastal, WA ",89,0,89,79,89,Second dorsal spine
WDFW,2013,Spiny Dogfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",5,0,5,0,0,No age structure taken
WDFW,2013,Spiny Dogfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",25,0,25,24,25,Second dorsal spine
WDFW,2013,Spiny Dogfish,Commercial,,,,,No Area Data,75,0,75,0,0,No age structure taken
WDFW,2013,Spiny Dogfish,Commercial,,,,,No Area Data,25,0,25,21,25,Second dorsal spine
WDFW,2013,Splitnose Rockfish,Commercial,13,3C,,,"Coastal, WA ",211,0,211,0,0,No age structure taken
WDFW,2013,Splitnose Rockfish,Commercial,15,3B,,,"Coastal, WA ",92,0,92,0,0,No age structure taken
WDFW,2013,Splitnose Rockfish,Commercial,16,3A,,,"Coastal, WA ",24,0,24,0,0,No age structure taken
WDFW,2013,Splitnose Rockfish,Commercial,16,3A,,,"Coastal, WA ",50,0,50,0,50,Otolith
WDFW,2013,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",204,0,50,0,0,No age structure taken
WDFW,2013,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",282,0,282,153,282,Otolith
WDFW,2013,Widow Rockfish,Commercial,16,3A,,,"Coastal, WA ",39,0,39,26,39,Otolith
WDFW,2013,Widow Rockfish,Commercial,17,3A,,,"Coastal, WA ",50,0,50,33,50,Otolith
WDFW,2013,Widow Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",50,0,50,33,50,Otolith
WDFW,2013,Widow Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",100,0,100,66,100,Otolith
WDFW,2013,Yelloweye Rockfish,Commercial,12,3B,,,"Coastal, WA ",13,0,13,13,13,Otolith
WDFW,2013,Yelloweye Rockfish,Commercial,14,3B,,,"Coastal, WA ",2,0,2,2,2,Otolith
WDFW,2013,Yelloweye Rockfish,Commercial,15,3B,,,"Coastal, WA ",2,0,2,2,2,Otolith
WDFW,2013,Yellowmouth Rockfish,Commercial,13,3C,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2013,Yellowmouth Rockfish,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2013,Yellowmouth Rockfish,Commercial,16,3A,,,"Coastal, WA ",16,0,16,0,16,Otolith
WDFW,2013,Yellowmouth Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2013,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",350,0,50,0,0,No age structure taken
WDFW,2013,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",400,0,400,400,400,Otolith
WDFW,2013,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2013,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",250,0,250,249,250,Otolith
WDFW,2013,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",75,0,75,0,0,No age structure taken
WDFW,2013,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2014,Arrowtooth Flounder,Commercial,12,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2014,Arrowtooth Flounder,Commercial,13,3C,,,"Coastal, WA ",200,0,200,0,0,No age structure taken
WDFW,2014,Arrowtooth Flounder,Commercial,32,2C,,,"U.S. Coastal, Non-WA",300,0,300,0,0,No age structure taken
WDFW,2014,Aurora Rockfish,Commercial,13,3C,,,"Coastal, WA ",33,0,33,0,0,No age structure taken
WDFW,2014,Aurora Rockfish,Commercial,13,3C,,,"Coastal, WA ",9,0,9,0,9,Otolith
WDFW,2014,Aurora Rockfish,Commercial,15,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2014,Aurora Rockfish,Commercial,15,3B,,,"Coastal, WA ",18,0,18,0,18,Otolith
WDFW,2014,Aurora Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",14,0,14,0,0,No age structure taken
WDFW,2014,Aurora Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",2,0,2,0,2,Otolith
WDFW,2014,Bank Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2014,Bank Rockfish,Commercial,17,3A,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2014,Big Skate,Commercial,16,3A,,,"Coastal, WA ",112,0,112,0,0,No age structure taken
WDFW,2014,Big Skate,Commercial,17,3A,,,"Coastal, WA ",137,0,137,0,0,No age structure taken
WDFW,2014,Blackgill Rockfish,Commercial,13,3C,,,"Coastal, WA ",16,0,16,0,0,No age structure taken
WDFW,2014,Blackgill Rockfish,Commercial,15,3B,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2014,Blackgill Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",2,0,2,0,0,No age structure taken
WDFW,2014,Blackgill Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",8,0,8,0,0,No age structure taken
WDFW,2014,Blackgill Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,1,Otolith
WDFW,2014,Black Hagfish,Commercial,12,3B,,,"Coastal, WA ",1,1,1,0,0,No age structure taken
WDFW,2014,Black Hagfish,Commercial,,,,,"Coastal, WA ",2,2,2,0,0,No age structure taken
WDFW,2014,Black Hagfish,Commercial,,,,,No Area Data,50,50,50,0,0,No age structure taken
WDFW,2014,Blackspotted Rockfish,Commercial,13,3C,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2014,Blackspotted Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",2,0,2,0,0,No age structure taken
WDFW,2014,Bocaccio,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2014,Bocaccio,Commercial,16,3A,,,"Coastal, WA ",6,0,6,0,0,No age structure taken
WDFW,2014,Bocaccio,Commercial,16,3A,,,"Coastal, WA ",5,0,5,0,5,Otolith
WDFW,2014,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2014,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",4,0,4,4,4,Otolith
WDFW,2014,Canary Rockfish,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2014,Canary Rockfish,Commercial,15,3B,,,"Coastal, WA ",51,0,51,51,51,Otolith
WDFW,2014,Canary Rockfish,Commercial,16,3A,,,"Coastal, WA ",38,0,38,0,0,No age structure taken
WDFW,2014,Canary Rockfish,Commercial,16,3A,,,"Coastal, WA ",23,0,23,23,23,Otolith
WDFW,2014,Canary Rockfish,Commercial,17,3A,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2014,Canary Rockfish,Commercial,17,3A,,,"Coastal, WA ",3,0,3,3,3,Otolith
WDFW,2014,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2014,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",29,0,29,29,29,Otolith
WDFW,2014,Darkblotched Rockfish,Commercial,14,3B,,,"Coastal, WA ",15,0,15,0,0,No age structure taken
WDFW,2014,Darkblotched Rockfish,Commercial,16,3A,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2014,Darkblotched Rockfish,Commercial,17,3A,,,"Coastal, WA ",20,0,20,20,20,Otolith
WDFW,2014,Darkblotched Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",150,0,150,0,0,No age structure taken
WDFW,2014,Darkblotched Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",150,0,150,150,150,Otolith
WDFW,2014,Darkblotched Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",5,0,5,0,0,No age structure taken
WDFW,2014,Darkblotched Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,1,1,Otolith
WDFW,2014,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2014,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2014,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2014,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",150,0,150,148,150,Otolith
WDFW,2014,English Sole,Commercial,12,3B,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
