data_source_agency_code,sample_year,species_name,data_type_name,statistical_area_code,pfmc_area_code,mfbds_v_sample.punch_card_area_code,mfbds_v_fish.punch_card_area_code,stock_region,CountOffish_length,CountOffish_weight,CountOfsex_code,CountOfbest_age,CountOfage_structure_code,age_structure_name
WDFW,2009,Quillback Rockfish,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2009,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",108,0,107,0,0,No age structure taken
WDFW,2009,Quillback Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2009,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",22,10,0,0,0,No age structure taken
WDFW,2009,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",28,0,28,27,28,Otolith
WDFW,2009,Redbanded Rockfish,Sport,,,2,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2009,Red Irish Lord,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2009,Red Irish Lord,Sport,,,2,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2009,Red Irish Lord,Sport,,,3,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2009,Red Irish Lord,Sport,,,4,,"Coastal, WA ",4,3,0,0,0,No age structure taken
WDFW,2009,Sablefish,Sport,,,2,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2009,Sand Sole,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2009,Silvergrey Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2009,Soupfin Shark,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2009,Starry Flounder,Sport,,,1,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2009,Tiger Rockfish,Sport,,,1,,"Coastal, WA ",2,2,0,0,0,No age structure taken
WDFW,2009,Tiger Rockfish,Sport,,,3,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2009,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",6,2,0,0,0,No age structure taken
WDFW,2009,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2009,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",7,7,0,0,0,No age structure taken
WDFW,2009,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",9,0,9,9,9,Otolith
WDFW,2009,Widow Rockfish,Sport,,,1,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2009,Widow Rockfish,Sport,,,2,,"Coastal, WA ",70,0,70,0,0,No age structure taken
WDFW,2009,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",32,9,0,0,0,No age structure taken
WDFW,2009,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",322,0,298,0,0,No age structure taken
WDFW,2009,Yellowtail Rockfish,Sport,,,3,,"Coastal, WA ",29,10,0,0,0,No age structure taken
WDFW,2009,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",74,33,24,0,0,No age structure taken
WDFW,2009,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",7,0,7,6,7,Otolith
WDFW,2010,Black Rockfish,Sport,,,1,,"Coastal, WA ",290,126,0,0,0,No age structure taken
WDFW,2010,Black Rockfish,Sport,,,2,,"Coastal, WA ",108,0,0,0,0,No age structure taken
WDFW,2010,Black Rockfish,Sport,,,2,,"Coastal, WA ",600,0,600,595,600,Otolith
WDFW,2010,Black Rockfish,Sport,,,3,,"Coastal, WA ",320,0,0,0,0,No age structure taken
WDFW,2010,Black Rockfish,Sport,,,4,,"Coastal, WA ",264,3,0,0,0,No age structure taken
WDFW,2010,Black Rockfish,Sport,,,4,,"Coastal, WA ",719,0,719,715,719,Otolith
WDFW,2010,Black Rockfish,Sport,,,,,No Area Data,279,0,279,276,279,Otolith
WDFW,2010,Blue/Deacon Rockfish,Sport,,,1,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2010,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",72,0,72,0,0,No age structure taken
WDFW,2010,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",6,0,6,0,6,Otolith
WDFW,2010,Blue/Deacon Rockfish,Sport,,,3,,"Coastal, WA ",19,0,0,0,0,No age structure taken
WDFW,2010,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",18,0,0,0,0,No age structure taken
WDFW,2010,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",54,0,54,0,54,Otolith
WDFW,2010,Cabezon,Sport,,,1,,"Coastal, WA ",44,6,0,0,0,No age structure taken
WDFW,2010,Cabezon,Sport,,,2,,"Coastal, WA ",2,0,2,0,2,Fin
WDFW,2010,Cabezon,Sport,,,2,,"Coastal, WA ",50,0,35,0,0,No age structure taken
WDFW,2010,Cabezon,Sport,,,3,,"Coastal, WA ",21,0,0,0,0,No age structure taken
WDFW,2010,Cabezon,Sport,,,4,,"Coastal, WA ",5,0,0,0,0,No age structure taken
WDFW,2010,Canary Rockfish,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2010,Canary Rockfish,Sport,,,4,,"Coastal, WA ",11,0,11,11,11,Otolith
WDFW,2010,China Rockfish,Sport,,,1,,"Coastal, WA ",6,4,0,0,0,No age structure taken
WDFW,2010,China Rockfish,Sport,,,2,,"Coastal, WA ",14,0,14,0,0,No age structure taken
WDFW,2010,China Rockfish,Sport,,,3,,"Coastal, WA ",21,0,0,0,0,No age structure taken
WDFW,2010,China Rockfish,Sport,,,4,,"Coastal, WA ",15,0,0,0,0,No age structure taken
WDFW,2010,China Rockfish,Sport,,,4,,"Coastal, WA ",22,0,22,22,22,Otolith
WDFW,2010,Copper Rockfish,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2010,Copper Rockfish,Sport,,,2,,"Coastal, WA ",14,0,14,0,0,No age structure taken
WDFW,2010,Copper Rockfish,Sport,,,3,,"Coastal, WA ",8,0,0,0,0,No age structure taken
WDFW,2010,Copper Rockfish,Sport,,,4,,"Coastal, WA ",9,0,0,0,0,No age structure taken
WDFW,2010,Copper Rockfish,Sport,,,4,,"Coastal, WA ",24,0,24,24,24,Otolith
WDFW,2010,English Sole,Sport,,,2,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2010,Greenling,Sport,,,1,,"Coastal, WA ",15,5,5,0,0,No age structure taken
WDFW,2010,Kelp Greenling,Sport,,,1,,"Coastal, WA ",52,13,0,0,0,No age structure taken
WDFW,2010,Kelp Greenling,Sport,,,2,,"Coastal, WA ",2,0,2,0,2,Fin
WDFW,2010,Kelp Greenling,Sport,,,2,,"Coastal, WA ",22,0,16,0,0,No age structure taken
WDFW,2010,Kelp Greenling,Sport,,,3,,"Coastal, WA ",26,0,0,0,0,No age structure taken
WDFW,2010,Kelp Greenling,Sport,,,4,,"Coastal, WA ",33,0,0,0,0,No age structure taken
WDFW,2010,Kelp Greenling,Sport,,,4,,"Coastal, WA ",60,0,60,44,60,Otolith
WDFW,2010,Lingcod,Sport,,,1,,"Coastal, WA ",75,16,0,0,0,No age structure taken
WDFW,2010,Lingcod,Sport,,,2,,"Coastal, WA ",253,0,253,247,254,Fin
WDFW,2010,Lingcod,Sport,,,2,,"Coastal, WA ",195,0,109,0,0,No age structure taken
WDFW,2010,Lingcod,Sport,,,3,,"Coastal, WA ",54,0,0,0,0,No age structure taken
WDFW,2010,Lingcod,Sport,,,4,,"Coastal, WA ",159,0,159,154,159,Fin
WDFW,2010,Lingcod,Sport,,,4,,"Coastal, WA ",86,0,14,0,0,No age structure taken
WDFW,2010,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",7,0,7,0,7,Fin
WDFW,2010,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",57,0,57,0,0,No age structure taken
WDFW,2010,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2010,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",6,0,6,6,6,Otolith
WDFW,2010,Red Irish Lord,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2010,Red Irish Lord,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2010,Sablefish,Sport,,,1,,"Coastal, WA ",6,1,0,0,0,No age structure taken
WDFW,2010,Starry Flounder,Sport,,,1,,"Coastal, WA ",3,1,0,0,0,No age structure taken
WDFW,2010,Starry Flounder,Sport,,,2,,"Coastal, WA ",1,0,1,0,1,Fin
WDFW,2010,Starry Flounder,Sport,,,2,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2010,Surfperch,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2010,Tiger Rockfish,Sport,,,3,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2010,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2010,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2010,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",6,0,0,0,0,No age structure taken
WDFW,2010,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",3,0,3,3,3,Otolith
WDFW,2010,Widow Rockfish,Sport,,,1,,"Coastal, WA ",3,2,0,0,0,No age structure taken
WDFW,2010,Widow Rockfish,Sport,,,2,,"Coastal, WA ",30,0,30,0,0,No age structure taken
WDFW,2010,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2010,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",36,26,0,0,0,No age structure taken
WDFW,2010,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",137,0,131,0,0,No age structure taken
WDFW,2010,Yellowtail Rockfish,Sport,,,3,,"Coastal, WA ",19,0,0,0,0,No age structure taken
WDFW,2010,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",9,0,0,0,0,No age structure taken
WDFW,2010,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",17,0,17,17,17,Otolith
WDFW,2011,Black Rockfish,Sport,,,1,,"Coastal, WA ",299,0,0,0,0,No age structure taken
WDFW,2011,Black Rockfish,Sport,,,2,,"Coastal, WA ",147,0,0,0,0,No age structure taken
WDFW,2011,Black Rockfish,Sport,,,2,,"Coastal, WA ",415,0,416,412,416,Otolith
WDFW,2011,Black Rockfish,Sport,,,3,,"Coastal, WA ",467,0,0,0,0,No age structure taken
WDFW,2011,Black Rockfish,Sport,,,4,,"Coastal, WA ",392,36,0,0,0,No age structure taken
WDFW,2011,Black Rockfish,Sport,,,4,,"Coastal, WA ",525,0,525,523,525,Otolith
WDFW,2011,Black Rockfish,Sport,,,,,No Area Data,238,0,240,236,240,Otolith
WDFW,2011,Blue/Deacon Rockfish,Sport,,,1,,"Coastal, WA ",12,0,0,0,0,No age structure taken
WDFW,2011,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",6,0,6,0,0,No age structure taken
WDFW,2011,Blue/Deacon Rockfish,Sport,,,3,,"Coastal, WA ",35,0,0,0,0,No age structure taken
WDFW,2011,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",52,0,0,0,0,No age structure taken
WDFW,2011,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",36,0,36,0,36,Otolith
WDFW,2011,Bocaccio,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2011,Bocaccio,Sport,,,3,,"Coastal, WA ",22,0,0,0,0,No age structure taken
WDFW,2011,Brown Rockfish,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2011,Cabezon,Sport,,,1,,"Coastal, WA ",57,1,0,0,0,No age structure taken
WDFW,2011,Cabezon,Sport,,,2,,"Coastal, WA ",29,0,11,0,0,No age structure taken
WDFW,2011,Cabezon,Sport,,,3,,"Coastal, WA ",44,0,0,0,0,No age structure taken
WDFW,2011,Cabezon,Sport,,,4,,"Coastal, WA ",27,0,0,0,0,No age structure taken
WDFW,2011,Canary Rockfish,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2011,Canary Rockfish,Sport,,,4,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2011,Canary Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2011,China Rockfish,Sport,,,1,,"Coastal, WA ",16,0,0,0,0,No age structure taken
WDFW,2011,China Rockfish,Sport,,,2,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2011,China Rockfish,Sport,,,3,,"Coastal, WA ",52,0,0,0,0,No age structure taken
WDFW,2011,China Rockfish,Sport,,,4,,"Coastal, WA ",61,5,0,0,0,No age structure taken
WDFW,2011,China Rockfish,Sport,,,4,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2011,Copper Rockfish,Sport,,,1,,"Coastal, WA ",16,0,0,0,0,No age structure taken
WDFW,2011,Copper Rockfish,Sport,,,2,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2011,Copper Rockfish,Sport,,,3,,"Coastal, WA ",13,0,0,0,0,No age structure taken
WDFW,2011,Copper Rockfish,Sport,,,4,,"Coastal, WA ",70,0,0,0,0,No age structure taken
WDFW,2011,Copper Rockfish,Sport,,,4,,"Coastal, WA ",27,0,27,27,27,Otolith
WDFW,2011,Greenling,Sport,,,1,,"Coastal, WA ",18,0,0,0,0,No age structure taken
WDFW,2011,Greenling,Sport,,,2,,"Coastal, WA ",6,0,0,0,0,No age structure taken
WDFW,2011,Greenling,Sport,,,4,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2011,Greenstriped Rockfish,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2011,Greenstriped Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2011,Kelp Greenling,Sport,,,1,,"Coastal, WA ",100,0,0,0,0,No age structure taken
WDFW,2011,Kelp Greenling,Sport,,,2,,"Coastal, WA ",17,0,10,0,0,No age structure taken
WDFW,2011,Kelp Greenling,Sport,,,3,,"Coastal, WA ",30,0,0,0,0,No age structure taken
WDFW,2011,Kelp Greenling,Sport,,,4,,"Coastal, WA ",33,4,0,0,0,No age structure taken
WDFW,2011,Kelp Greenling,Sport,,,4,,"Coastal, WA ",40,0,40,39,40,Otolith
WDFW,2011,Kelp Greenling,Sport,,,,,No Area Data,2,0,0,0,0,No age structure taken
WDFW,2011,Lingcod,Sport,,,1,,"Coastal, WA ",235,2,0,0,0,No age structure taken
WDFW,2011,Lingcod,Sport,,,2,,"Coastal, WA ",150,0,150,145,150,Fin
WDFW,2011,Lingcod,Sport,,,2,,"Coastal, WA ",231,0,108,0,0,No age structure taken
WDFW,2011,Lingcod,Sport,,,3,,"Coastal, WA ",199,0,0,0,0,No age structure taken
WDFW,2011,Lingcod,Sport,,,4,,"Coastal, WA ",160,0,160,157,160,Fin
WDFW,2011,Lingcod,Sport,,,4,,"Coastal, WA ",95,9,0,0,0,No age structure taken
WDFW,2011,Pacific Cod,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2011,Quillback Rockfish,Sport,,,1,,"Coastal, WA ",13,0,0,0,0,No age structure taken
WDFW,2011,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",31,0,31,0,0,No age structure taken
WDFW,2011,Quillback Rockfish,Sport,,,3,,"Coastal, WA ",18,0,0,0,0,No age structure taken
WDFW,2011,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",14,0,0,0,0,No age structure taken
WDFW,2011,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",32,0,32,32,32,Otolith
WDFW,2011,Red Irish Lord,Sport,,,1,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2011,Red Irish Lord,Sport,,,3,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2011,Red Irish Lord,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2011,Rock Greenling,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2011,Sablefish,Sport,,,1,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2011,Silvergrey Rockfish,Sport,,,3,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2011,Starry Flounder,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2011,Tiger Rockfish,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2011,Tiger Rockfish,Sport,,,3,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2011,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",5,0,0,0,0,No age structure taken
WDFW,2011,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",3,0,3,0,3,Otolith
WDFW,2011,Vermilion Rockfish,Sport,,,3,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2011,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",22,6,0,0,0,No age structure taken
WDFW,2011,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",11,0,11,11,11,Otolith
WDFW,2011,Widow Rockfish,Sport,,,1,,"Coastal, WA ",115,0,0,0,0,No age structure taken
WDFW,2011,Widow Rockfish,Sport,,,2,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2011,Widow Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2011,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",2,0,2,2,2,Otolith
WDFW,2011,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",170,0,0,0,0,No age structure taken
WDFW,2011,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",44,0,40,0,0,No age structure taken
WDFW,2011,Yellowtail Rockfish,Sport,,,3,,"Coastal, WA ",121,0,0,0,0,No age structure taken
WDFW,2011,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",41,1,0,0,0,No age structure taken
WDFW,2011,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",15,0,15,15,15,Otolith
WDFW,2012,Albacore,Sport,,,1,,"Coastal, WA ",48,0,0,0,0,No age structure taken
WDFW,2012,Albacore,Sport,,,2,,"Coastal, WA ",59,0,0,0,0,No age structure taken
WDFW,2012,Arrowtooth Flounder,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Black Rockfish,Sport,,,1,,"Coastal, WA ",310,0,0,0,0,No age structure taken
WDFW,2012,Black Rockfish,Sport,,,2,,"Coastal, WA ",580,0,100,0,0,No age structure taken
WDFW,2012,Black Rockfish,Sport,,,2,,"Coastal, WA ",350,0,350,349,350,Otolith
WDFW,2012,Black Rockfish,Sport,,,3,,"Coastal, WA ",228,0,0,0,0,No age structure taken
WDFW,2012,Black Rockfish,Sport,,,4,,"Coastal, WA ",122,0,17,0,0,No age structure taken
WDFW,2012,Black Rockfish,Sport,,,4,,"Coastal, WA ",471,0,471,421,471,Otolith
WDFW,2012,Black Rockfish,Sport,,,,,"Coastal, WA and Non-WA",57,0,57,0,0,No age structure taken
WDFW,2012,Black Rockfish,Sport,,,,,"Coastal, WA and Non-WA",267,0,268,268,269,Otolith
WDFW,2012,Blue/Deacon Rockfish,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",6,0,2,0,0,No age structure taken
WDFW,2012,Blue/Deacon Rockfish,Sport,,,3,,"Coastal, WA ",25,0,0,0,0,No age structure taken
WDFW,2012,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2012,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",17,0,17,0,17,Otolith
WDFW,2012,Bocaccio,Sport,,,3,,"Coastal, WA ",18,0,0,0,0,No age structure taken
WDFW,2012,Brown Rockfish,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Cabezon,Sport,,,1,,"Coastal, WA ",27,0,0,0,0,No age structure taken
WDFW,2012,Cabezon,Sport,,,2,,"Coastal, WA ",41,0,13,0,0,No age structure taken
WDFW,2012,Cabezon,Sport,,,3,,"Coastal, WA ",19,0,0,0,0,No age structure taken
WDFW,2012,Cabezon,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Canary Rockfish,Sport,,,3,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Canary Rockfish,Sport,,,4,,"Coastal, WA ",7,0,7,7,7,Otolith
WDFW,2012,China Rockfish,Sport,,,1,,"Coastal, WA ",10,0,0,0,0,No age structure taken
WDFW,2012,China Rockfish,Sport,,,2,,"Coastal, WA ",4,0,2,0,0,No age structure taken
WDFW,2012,China Rockfish,Sport,,,3,,"Coastal, WA ",19,0,0,0,0,No age structure taken
WDFW,2012,China Rockfish,Sport,,,4,,"Coastal, WA ",19,0,0,0,0,No age structure taken
WDFW,2012,China Rockfish,Sport,,,4,,"Coastal, WA ",25,0,12,24,25,Otolith
WDFW,2012,Chub Mackerel,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Copper Rockfish,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Copper Rockfish,Sport,,,2,,"Coastal, WA ",6,0,3,0,0,No age structure taken
WDFW,2012,Copper Rockfish,Sport,,,3,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Copper Rockfish,Sport,,,4,,"Coastal, WA ",34,0,0,0,0,No age structure taken
WDFW,2012,Copper Rockfish,Sport,,,4,,"Coastal, WA ",35,0,35,35,35,Otolith
WDFW,2012,Greenling,Sport,,,4,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Greenstriped Rockfish,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Kelp Greenling,Sport,,,1,,"Coastal, WA ",83,0,0,0,0,No age structure taken
WDFW,2012,Kelp Greenling,Sport,,,2,,"Coastal, WA ",61,0,8,0,0,No age structure taken
WDFW,2012,Kelp Greenling,Sport,,,3,,"Coastal, WA ",10,0,0,0,0,No age structure taken
WDFW,2012,Kelp Greenling,Sport,,,4,,"Coastal, WA ",16,0,0,0,0,No age structure taken
WDFW,2012,Kelp Greenling,Sport,,,4,,"Coastal, WA ",22,0,22,22,22,Otolith
WDFW,2012,Lingcod,Sport,,,1,,"Coastal, WA ",238,0,0,0,0,No age structure taken
WDFW,2012,Lingcod,Sport,,,2,,"Coastal, WA ",143,0,143,143,143,Fin
WDFW,2012,Lingcod,Sport,,,2,,"Coastal, WA ",415,0,157,0,0,No age structure taken
WDFW,2012,Lingcod,Sport,,,3,,"Coastal, WA ",104,0,0,0,0,No age structure taken
WDFW,2012,Lingcod,Sport,,,4,,"Coastal, WA ",128,0,128,126,129,Fin
WDFW,2012,Lingcod,Sport,,,4,,"Coastal, WA ",24,0,3,0,0,No age structure taken
WDFW,2012,Pile Perch,Sport,,,2,,"Coastal, WA ",14,0,0,0,0,No age structure taken
WDFW,2012,Quillback Rockfish,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",49,0,41,0,0,No age structure taken
WDFW,2012,Quillback Rockfish,Sport,,,3,,"Coastal, WA ",10,0,0,0,0,No age structure taken
WDFW,2012,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",9,0,0,0,0,No age structure taken
WDFW,2012,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",14,0,14,14,14,Otolith
WDFW,2012,Redbanded Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Red Irish Lord,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Redtail Surfperch,Sport,,,2,,"Coastal, WA ",19,0,0,0,0,No age structure taken
WDFW,2012,Rock Greenling,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Rock Greenling,Sport,,,2,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Rock Sole,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Sablefish,Sport,,,1,,"Coastal, WA ",5,0,0,0,0,No age structure taken
WDFW,2012,Shark,Sport,,,2,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Silvergrey Rockfish,Sport,,,1,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2012,Silvergrey Rockfish,Sport,,,3,,"Coastal, WA ",6,0,0,0,0,No age structure taken
WDFW,2012,Starry Flounder,Sport,,,2,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Surfperch,Sport,,,1,,"Coastal, WA ",9,0,0,0,0,No age structure taken
WDFW,2012,Tiger Rockfish,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Tiger Rockfish,Sport,,,2,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2012,Tiger Rockfish,Sport,,,3,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2012,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2012,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",35,0,0,0,0,No age structure taken
WDFW,2012,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",17,0,17,16,17,Otolith
WDFW,2012,Widow Rockfish,Sport,,,1,,"Coastal, WA ",24,0,0,0,0,No age structure taken
WDFW,2012,Widow Rockfish,Sport,,,3,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Widow Rockfish,Sport,,,4,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2012,Yelloweye Rockfish,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2012,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",3,0,3,3,3,Otolith
WDFW,2012,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",68,0,0,0,0,No age structure taken
WDFW,2012,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",111,0,88,0,0,No age structure taken
WDFW,2012,Yellowtail Rockfish,Sport,,,3,,"Coastal, WA ",43,0,0,0,0,No age structure taken
WDFW,2012,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",6,0,4,0,0,No age structure taken
WDFW,2013,Black Rockfish,Sport,,,1,,"Coastal, WA ",312,0,0,0,0,No age structure taken
WDFW,2013,Black Rockfish,Sport,,,2,,"Coastal, WA ",112,0,0,0,0,No age structure taken
WDFW,2013,Black Rockfish,Sport,,,2,,"Coastal, WA ",1330,0,1334,1330,1334,Otolith
WDFW,2013,Black Rockfish,Sport,,,3,,"Coastal, WA ",367,0,0,0,0,No age structure taken
WDFW,2013,Black Rockfish,Sport,,,4,,"Coastal, WA ",303,0,0,0,0,No age structure taken
WDFW,2013,Black Rockfish,Sport,,,4,,"Coastal, WA ",432,0,432,431,432,Otolith
WDFW,2013,Black Rockfish,Sport,,,,,No Area Data,1,0,1,1,1,Otolith
